strategy_id,symbol,tf,n_bars,n_trades,is_sharpe,oos_sharpe,oos_sortino,oos_cagr,oos_max_dd,oos_calmar,oos_ulcer,oos_upi,oos_tail_ratio,oos_dd_duration_bars,oos_dd_recovery_bars,oos_psr,oos_dsr,n_profitable_regimes,regime_sharpes,worst3_months_mean,rho_buy_hold_oos,maker_fill_pct,unfilled_pct,fee_drag,total_fee_paid,gates_passed,gate_detail,win_rate,profit_factor,avg_win,avg_loss,avg_hold_bars,monthly_returns,yearly_returns,equity_file,execution_mode
squeeze_breakout,ETHUSDT,4h,6570,104,-1.268,0.747,0.587,0.1553,-0.128,1.214,7.319,0.021,0.864,676,315,1.0,0.0,2,"{""weak_uptrend"": -0.768153282666885, ""strong_downtrend"": -1.2264227889855392, ""weak_downtrend"": 2.810024601401087, ""strong_uptrend"": 0.9617781295942153}",-0.0407,0.357,0.0,0.0,,0.0,3,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.308,0.611,217.99,-158.46,34.92,"{""2022-01"": -0.0325, ""2022-02"": 0.011, ""2022-03"": 0.0124, ""2022-04"": -0.0102, ""2022-05"": -0.096, ""2022-06"": -0.081, ""2022-07"": -0.1108, ""2022-08"": -0.0868, ""2022-09"": -0.0989, ""2022-10"": -0.0703, ""2022-11"": -0.0194, ""2022-12"": -0.0466, ""2023-01"": -0.0537, ""2023-02"": 0.0271, ""2023-03"": 0.0104, ""2023-04"": -0.0835, ""2023-05"": -0.0313, ""2023-06"": 0.0462, ""2023-07"": -0.0239, ""2023-08"": -0.0172, ""2023-09"": 0.0238, ""2023-10"": 0.0553, ""2023-11"": 0.0194, ""2023-12"": 0.0498, ""2024-01"": -0.1006, ""2024-02"": 0.2398, ""2024-03"": -0.1209, ""2024-04"": -0.0639, ""2024-05"": 0.0382, ""2024-06"": -0.0122, ""2024-07"": 0.0494, ""2024-08"": -0.0637, ""2024-09"": 0.0374, ""2024-10"": 0.0044, ""2024-11"": 0.1566, ""2024-12"": -0.0461}","{""2022"": -0.4821, ""2023"": 0.0115, ""2024"": 0.0627}",squeeze_breakout__ETHUSDT__4h.parquet,v1
squeeze_breakout,SOLUSDT,4h,6570,99,0.33,1.184,0.882,0.3097,-0.1285,2.409,6.362,0.049,1.097,340,174,1.0,0.0,2,"{""weak_uptrend"": -1.8397362262954415, ""strong_uptrend"": 2.7869840266412633, ""strong_downtrend"": -0.14890783659509021, ""weak_downtrend"": 2.82854930618843}",-0.0304,0.304,0.0,0.0,,0.0,4,"{""gate_mdd"": true, ""gate_calmar"": true, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.303,1.218,619.18,-221.03,38.59,"{""2022-01"": -0.0723, ""2022-02"": -0.083, ""2022-03"": 0.0025, ""2022-04"": -0.0829, ""2022-05"": -0.1591, ""2022-06"": -0.0605, ""2022-07"": -0.0781, ""2022-08"": -0.0616, ""2022-09"": -0.1972, ""2022-10"": -0.0361, ""2022-11"": 0.0, ""2022-12"": -0.0397, ""2023-01"": 0.3443, ""2023-02"": 0.0798, ""2023-03"": -0.0112, ""2023-04"": -0.0289, ""2023-05"": -0.0677, ""2023-06"": 0.0232, ""2023-07"": -0.138, ""2023-08"": -0.0444, ""2023-09"": 0.0214, ""2023-10"": 0.2025, ""2023-11"": 0.2833, ""2023-12"": 0.4811, ""2024-01"": -0.0807, ""2024-02"": 0.0425, ""2024-03"": 0.1435, ""2024-04"": -0.0123, ""2024-05"": 0.0881, ""2024-06"": -0.0754, ""2024-07"": 0.1632, ""2024-08"": 0.0254, ""2024-09"": -0.0159, ""2024-10"": 0.0137, ""2024-11"": 0.0124, ""2024-12"": 0.0}","{""2022"": -0.6028, ""2023"": 1.5568, ""2024"": 0.3119}",squeeze_breakout__SOLUSDT__4h.parquet,v1
macd_htf,BTCUSDT,4h,6570,123,1.081,0.811,0.666,0.1643,-0.2098,0.783,12.098,0.014,1.136,1312,291,1.0,0.0,2,"{""strong_uptrend"": -1.1984592189365897, ""weak_uptrend"": 1.670982080801273, ""weak_downtrend"": 1.2921688070249502, ""strong_downtrend"": 0.0}",-0.054,0.419,0.0,0.0,,0.0,2,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.366,1.423,600.51,-243.45,43.32,"{""2022-01"": 0.0, ""2022-02"": 0.0716, ""2022-03"": -0.0124, ""2022-04"": -0.0576, ""2022-05"": 0.0, ""2022-06"": -0.0382, ""2022-07"": 0.1178, ""2022-08"": -0.051, ""2022-09"": 0.0004, ""2022-10"": 0.016, ""2022-11"": 0.0252, ""2022-12"": 0.0204, ""2023-01"": 0.1828, ""2023-02"": -0.0355, ""2023-03"": -0.0653, ""2023-04"": -0.0124, ""2023-05"": 0.0, ""2023-06"": 0.0631, ""2023-07"": -0.0468, ""2023-08"": 0.0, ""2023-09"": -0.0144, ""2023-10"": 0.2037, ""2023-11"": -0.0508, ""2023-12"": 0.1302, ""2024-01"": 0.0146, ""2024-02"": 0.2422, ""2024-03"": -0.1102, ""2024-04"": -0.0633, ""2024-05"": -0.0724, ""2024-06"": -0.04, ""2024-07"": -0.0496, ""2024-08"": 0.0, ""2024-09"": 0.02, ""2024-10"": 0.1493, ""2024-11"": 0.2262, ""2024-12"": -0.0398}","{""2022"": 0.082, ""2023"": 0.358, ""2024"": 0.2272}",macd_htf__BTCUSDT__4h.parquet,v1
macd_htf,ETHUSDT,4h,6570,113,-0.078,-0.84,-0.538,-0.175,-0.2726,-0.642,15.414,-0.011,0.0,1337,246,0.0,0.0,1,"{""weak_uptrend"": -0.8832251157672817, ""strong_downtrend"": 0.0, ""weak_downtrend"": 1.5593828278149928, ""strong_uptrend"": -6.642785477738552}",-0.0698,0.319,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.31,0.84,354.61,-189.44,36.57,"{""2022-01"": 0.0, ""2022-02"": 0.0177, ""2022-03"": 0.0127, ""2022-04"": -0.0644, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0666, ""2022-08"": 0.0194, ""2022-09"": 0.0, ""2022-10"": -0.0094, ""2022-11"": 0.0177, ""2022-12"": -0.0288, ""2023-01"": 0.087, ""2023-02"": -0.0585, ""2023-03"": -0.1116, ""2023-04"": 0.0484, ""2023-05"": -0.0015, ""2023-06"": -0.0462, ""2023-07"": -0.0326, ""2023-08"": 0.0, ""2023-09"": -0.0247, ""2023-10"": -0.1168, ""2023-11"": 0.0781, ""2023-12"": 0.0593, ""2024-01"": -0.0495, ""2024-02"": 0.1782, ""2024-03"": -0.0872, ""2024-04"": -0.0309, ""2024-05"": 0.0537, ""2024-06"": -0.1015, ""2024-07"": -0.0183, ""2024-08"": 0.0, ""2024-09"": -0.0262, ""2024-10"": -0.0127, ""2024-11"": -0.0818, ""2024-12"": 0.0594}","{""2022"": 0.0265, ""2023"": -0.1361, ""2024"": -0.139}",macd_htf__ETHUSDT__4h.parquet,v1
macd_htf,SOLUSDT,4h,6570,114,1.013,0.865,0.748,0.2536,-0.1689,1.502,8.047,0.032,1.019,1215,956,1.0,0.0,3,"{""weak_uptrend"": 0.9596363721324133, ""strong_uptrend"": 1.0019169467989562, ""strong_downtrend"": 0.0, ""weak_downtrend"": 0.9826105585357265}",-0.0096,0.381,0.0,0.0,,0.0,4,"{""gate_mdd"": true, ""gate_calmar"": true, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.386,1.483,1242.58,-526.63,46.53,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.03, ""2022-04"": -0.2337, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.144, ""2022-08"": 0.0559, ""2022-09"": -0.1314, ""2022-10"": -0.0577, ""2022-11"": 0.0521, ""2022-12"": 0.0, ""2023-01"": 0.3903, ""2023-02"": -0.1121, ""2023-03"": -0.0381, ""2023-04"": -0.0966, ""2023-05"": -0.0548, ""2023-06"": -0.0473, ""2023-07"": 0.1465, ""2023-08"": -0.0216, ""2023-09"": 0.0, ""2023-10"": 0.2104, ""2023-11"": 0.2091, ""2023-12"": 0.5233, ""2024-01"": -0.1295, ""2024-02"": 0.258, ""2024-03"": 0.1055, ""2024-04"": -0.1212, ""2024-05"": -0.0179, ""2024-06"": -0.0068, ""2024-07"": 0.0757, ""2024-08"": 0.0, ""2024-09"": -0.003, ""2024-10"": 0.0773, ""2024-11"": 0.1745, ""2024-12"": -0.0041}","{""2022"": -0.1791, ""2023"": 1.4154, ""2024"": 0.4025}",macd_htf__SOLUSDT__4h.parquet,v1
supertrend,BTCUSDT,4h,6570,75,0.952,1.045,1.162,0.3397,-0.1922,1.768,8.12,0.042,1.129,1032,465,1.0,0.0,3,"{""strong_uptrend"": -0.6250424706243076, ""weak_uptrend"": 0.9731098701794708, ""weak_downtrend"": 1.4435358355406036, ""strong_downtrend"": 4.320615215148904}",-0.0262,0.65,0.0,0.0,,0.0,3,"{""gate_mdd"": true, ""gate_calmar"": true, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.373,1.645,1156.62,-418.96,176.43,"{""2022-01"": -0.0467, ""2022-02"": 0.1612, ""2022-03"": -0.002, ""2022-04"": -0.0564, ""2022-05"": -0.0342, ""2022-06"": -0.1469, ""2022-07"": 0.0487, ""2022-08"": -0.0962, ""2022-09"": -0.0149, ""2022-10"": -0.0315, ""2022-11"": -0.0092, ""2022-12"": -0.0502, ""2023-01"": 0.3472, ""2023-02"": 0.0047, ""2023-03"": 0.2116, ""2023-04"": -0.0436, ""2023-05"": -0.0853, ""2023-06"": 0.112, ""2023-07"": -0.0462, ""2023-08"": -0.0625, ""2023-09"": 0.003, ""2023-10"": 0.2577, ""2023-11"": -0.0725, ""2023-12"": 0.0939, ""2024-01"": -0.0488, ""2024-02"": 0.4357, ""2024-03"": 0.024, ""2024-04"": -0.12, ""2024-05"": 0.021, ""2024-06"": -0.0409, ""2024-07"": 0.0632, ""2024-08"": -0.0001, ""2024-09"": 0.0521, ""2024-10"": 0.0428, ""2024-11"": 0.2568, ""2024-12"": -0.0376}","{""2022"": -0.269, ""2023"": 0.8263, ""2024"": 0.6999}",supertrend__BTCUSDT__4h.parquet,v1
supertrend,ETHUSDT,4h,6570,79,0.373,0.42,0.473,0.0925,-0.2682,0.345,16.177,0.006,1.024,1145,333,1.0,0.0,1,"{""weak_uptrend"": -0.8860707519605105, ""strong_downtrend"": -0.585725665077332, ""weak_downtrend"": 2.4254491389177324, ""strong_uptrend"": -0.3879186736095314}",-0.101,0.609,0.0,0.0,,0.0,0,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.291,1.093,1129.92,-424.73,174.23,"{""2022-01"": -0.0365, ""2022-02"": 0.1129, ""2022-03"": 0.0347, ""2022-04"": -0.0802, ""2022-05"": -0.1025, ""2022-06"": -0.1429, ""2022-07"": 0.3157, ""2022-08"": -0.0987, ""2022-09"": -0.1339, ""2022-10"": 0.0843, ""2022-11"": -0.1105, ""2022-12"": -0.0884, ""2023-01"": 0.1924, ""2023-02"": -0.0281, ""2023-03"": 0.133, ""2023-04"": 0.0344, ""2023-05"": -0.0514, ""2023-06"": -0.0583, ""2023-07"": -0.0377, ""2023-08"": -0.0713, ""2023-09"": 0.0115, ""2023-10"": 0.1323, ""2023-11"": -0.0119, ""2023-12"": 0.019, ""2024-01"": -0.0584, ""2024-02"": 0.3838, ""2024-03"": 0.0164, ""2024-04"": -0.1454, ""2024-05"": 0.196, ""2024-06"": -0.1277, ""2024-07"": 0.0183, ""2024-08"": -0.0978, ""2024-09"": 0.0485, ""2024-10"": -0.0775, ""2024-11"": 0.3425, ""2024-12"": -0.0224}","{""2022"": -0.2911, ""2023"": 0.2502, ""2024"": 0.3769}",supertrend__ETHUSDT__4h.parquet,v1
supertrend,SOLUSDT,4h,6570,73,1.088,0.139,0.152,-0.0511,-0.2855,-0.179,14.677,-0.003,0.991,709,83,1.0,0.0,2,"{""weak_uptrend"": -2.9762132602793763, ""strong_uptrend"": 5.701266041768019, ""strong_downtrend"": -0.8649536988544659, ""weak_downtrend"": 0.5377624511549824}",-0.0828,0.586,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.384,1.472,2377.02,-1005.09,171.07,"{""2022-01"": -0.0869, ""2022-02"": -0.1813, ""2022-03"": 0.2879, ""2022-04"": -0.0607, ""2022-05"": -0.1397, ""2022-06"": -0.1562, ""2022-07"": 0.0695, ""2022-08"": -0.0955, ""2022-09"": -0.0862, ""2022-10"": -0.0764, ""2022-11"": -0.0701, ""2022-12"": -0.1379, ""2023-01"": 1.1189, ""2023-02"": 0.0653, ""2023-03"": 0.0202, ""2023-04"": -0.0083, ""2023-05"": -0.0802, ""2023-06"": -0.0144, ""2023-07"": 0.2429, ""2023-08"": -0.1614, ""2023-09"": -0.02, ""2023-10"": 0.7248, ""2023-11"": 0.4274, ""2023-12"": 0.2929, ""2024-01"": -0.1535, ""2024-02"": 0.181, ""2024-03"": 0.1526, ""2024-04"": -0.1261, ""2024-05"": -0.0154, ""2024-06"": -0.0852, ""2024-07"": 0.0967, ""2024-08"": -0.0544, ""2024-09"": 0.0575, ""2024-10"": -0.0563, ""2024-11"": 0.2919, ""2024-12"": -0.1068}","{""2022"": -0.5704, ""2023"": 5.7314, ""2024"": 0.0833}",supertrend__SOLUSDT__4h.parquet,v1
gaussian_channel,BTCUSDT,4h,6570,10,0.443,0.816,0.747,0.2458,-0.2135,1.151,16.575,0.015,1.059,1301,874,1.0,0.0,3,"{""strong_uptrend"": 0.9737992981816629, ""weak_uptrend"": 0.9792774892491047, ""weak_downtrend"": 0.573226821817719, ""strong_downtrend"": 0.0}",-0.0406,0.666,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.4,1.959,2044.77,-696.0,923.2,"{""2022-01"": -0.0319, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": -0.1314, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": -0.0311, ""2023-03"": -0.0122, ""2023-04"": 0.027, ""2023-05"": -0.092, ""2023-06"": 0.0, ""2023-07"": -0.0765, ""2023-08"": -0.0058, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0691, ""2023-12"": 0.1209, ""2024-01"": -0.0597, ""2024-02"": 0.3435, ""2024-03"": 0.166, ""2024-04"": -0.1276, ""2024-05"": 0.0, ""2024-06"": -0.0842, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0916, ""2024-11"": 0.3715, ""2024-12"": -0.0375}","{""2022"": -0.1591, ""2023"": -0.0181, ""2024"": 0.6959}",gaussian_channel__BTCUSDT__4h.parquet,v1
gaussian_channel,ETHUSDT,4h,6570,6,0.499,0.002,0.001,-0.0541,-0.2368,-0.228,15.616,-0.003,1.146,1412,64,0.5263,0.0,1,"{""weak_uptrend"": -0.4053520522192695, ""strong_downtrend"": 0.0, ""weak_downtrend"": 0.0, ""strong_uptrend"": 1.7663676206949037}",-0.0308,0.523,0.0,0.0,,0.0,0,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.333,1.71,2370.54,-693.31,1278.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": -0.161, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": -0.018, ""2023-02"": 0.0126, ""2023-03"": -0.0487, ""2023-04"": 0.0267, ""2023-05"": -0.0585, ""2023-06"": 0.0, ""2023-07"": -0.0411, ""2023-08"": -0.0174, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": -0.0012, ""2023-12"": 0.112, ""2024-01"": 0.0006, ""2024-02"": 0.4629, ""2024-03"": 0.0914, ""2024-04"": -0.1549, ""2024-05"": 0.0, ""2024-06"": 0.0, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.2166, ""2024-12"": -0.0923}","{""2022"": -0.161, ""2023"": -0.0432, ""2024"": 0.4909}",gaussian_channel__ETHUSDT__4h.parquet,v1
gaussian_channel,SOLUSDT,4h,6570,5,1.393,-1.257,-0.817,-0.4776,-0.4103,-1.164,36.112,-0.013,0.891,1642,329,0.0,0.0,1,"{""weak_uptrend"": -3.216063712799637, ""strong_uptrend"": 3.1753148088059406, ""strong_downtrend"": -1.4404000210751429, ""weak_downtrend"": 0.0}",-0.1061,0.523,0.0,0.0,,0.0,0,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.4,3.361,6086.6,-1207.18,990.4,"{""2022-01"": -0.0196, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": 0.0, ""2023-04"": -0.0263, ""2023-05"": -0.0639, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0118, ""2023-12"": 0.7153, ""2024-01"": -0.0468, ""2024-02"": 0.2962, ""2024-03"": 0.6108, ""2024-04"": -0.3361, ""2024-05"": 0.0, ""2024-06"": -0.1248, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.2828, ""2024-12"": -0.1936}","{""2022"": -0.0196, ""2023"": 0.582, ""2024"": 0.1961}",gaussian_channel__SOLUSDT__4h.parquet,v1
volume_breakout,BTCUSDT,4h,6570,72,0.897,0.709,0.511,0.1318,-0.1731,0.761,7.941,0.017,1.073,1056,207,1.0,0.0,3,"{""strong_uptrend"": 0.00720160253782237, ""weak_uptrend"": 2.10253765902076, ""weak_downtrend"": -0.5161330524781266, ""strong_downtrend"": 1.540581137741114}",-0.0366,0.397,0.0,0.0,,0.0,3,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.403,1.542,620.79,-271.55,61.56,"{""2022-01"": 0.0, ""2022-02"": 0.0918, ""2022-03"": -0.0166, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": -0.0568, ""2022-07"": -0.0001, ""2022-08"": -0.0271, ""2022-09"": -0.0537, ""2022-10"": 0.0122, ""2022-11"": 0.0003, ""2022-12"": -0.0024, ""2023-01"": 0.0968, ""2023-02"": 0.028, ""2023-03"": 0.0093, ""2023-04"": -0.0106, ""2023-05"": -0.0184, ""2023-06"": 0.0831, ""2023-07"": -0.0856, ""2023-08"": -0.0086, ""2023-09"": -0.0223, ""2023-10"": 0.2319, ""2023-11"": -0.1104, ""2023-12"": 0.1373, ""2024-01"": -0.0104, ""2024-02"": 0.2686, ""2024-03"": -0.0481, ""2024-04"": -0.0308, ""2024-05"": -0.0247, ""2024-06"": -0.0082, ""2024-07"": -0.0162, ""2024-08"": -0.0075, ""2024-09"": -0.0689, ""2024-10"": 0.0625, ""2024-11"": 0.2216, ""2024-12"": -0.0083}","{""2022"": -0.0584, ""2023"": 0.3222, ""2024"": 0.3113}",volume_breakout__BTCUSDT__4h.parquet,v1
volume_breakout,ETHUSDT,4h,6570,76,0.566,0.903,0.691,0.2025,-0.1977,1.024,11.958,0.017,0.923,1022,197,1.0,0.0,3,"{""weak_uptrend"": -0.1991859885369666, ""strong_downtrend"": 1.1224665006652577, ""weak_downtrend"": 2.5469913858287825, ""strong_uptrend"": 0.48529138606098604}",-0.0361,0.367,0.0,0.0,,0.0,3,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.408,1.36,581.67,-294.66,57.26,"{""2022-01"": 0.0, ""2022-02"": -0.037, ""2022-03"": 0.1482, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.076, ""2022-08"": -0.0065, ""2022-09"": -0.0021, ""2022-10"": -0.0232, ""2022-11"": -0.0058, ""2022-12"": 0.013, ""2023-01"": 0.0937, ""2023-02"": -0.0716, ""2023-03"": -0.0277, ""2023-04"": -0.0193, ""2023-05"": -0.0199, ""2023-06"": 0.0328, ""2023-07"": -0.0463, ""2023-08"": 0.0, ""2023-09"": -0.0252, ""2023-10"": 0.1087, ""2023-11"": 0.0256, ""2023-12"": 0.0316, ""2024-01"": -0.0483, ""2024-02"": 0.2315, ""2024-03"": -0.115, ""2024-04"": -0.0313, ""2024-05"": 0.0067, ""2024-06"": -0.025, ""2024-07"": -0.0437, ""2024-08"": 0.0, ""2024-09"": -0.0133, ""2024-10"": 0.0036, ""2024-11"": 0.3279, ""2024-12"": -0.0396}","{""2022"": 0.1603, ""2023"": 0.0689, ""2024"": 0.191}",volume_breakout__ETHUSDT__4h.parquet,v1
volume_breakout,SOLUSDT,4h,6570,82,0.492,-0.055,-0.038,-0.0508,-0.2061,-0.247,10.964,-0.005,0.977,972,329,0.013,0.0,2,"{""weak_uptrend"": -2.6419673298862763, ""strong_uptrend"": 1.609849231206301, ""strong_downtrend"": -3.8456053601729834, ""weak_downtrend"": 1.4627091309479308}",-0.061,0.324,0.0,0.0,,0.0,2,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.354,1.111,814.04,-400.86,50.98,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": -0.0541, ""2022-04"": 0.0775, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0358, ""2022-08"": -0.1041, ""2022-09"": -0.1096, ""2022-10"": -0.0275, ""2022-11"": -0.0359, ""2022-12"": -0.0278, ""2023-01"": 0.1631, ""2023-02"": -0.0812, ""2023-03"": -0.1537, ""2023-04"": -0.0669, ""2023-05"": -0.0528, ""2023-06"": 0.0358, ""2023-07"": -0.1022, ""2023-08"": -0.0034, ""2023-09"": 0.0209, ""2023-10"": 0.1708, ""2023-11"": 0.0535, ""2023-12"": 0.6331, ""2024-01"": -0.032, ""2024-02"": 0.2317, ""2024-03"": -0.0571, ""2024-04"": -0.0724, ""2024-05"": 0.114, ""2024-06"": -0.0051, ""2024-07"": -0.037, ""2024-08"": -0.0422, ""2024-09"": 0.0331, ""2024-10"": -0.104, ""2024-11"": 0.0711, ""2024-12"": 0.0}","{""2022"": -0.2324, ""2023"": 0.5234, ""2024"": 0.0571}",volume_breakout__SOLUSDT__4h.parquet,v1
ema_trend_adx_v2,BTCUSDT,4h,6570,34,0.509,1.035,0.737,0.2302,-0.166,1.387,8.899,0.026,1.245,1334,524,1.0,0.0,3,"{""strong_uptrend"": 1.4989012769510621, ""weak_uptrend"": 2.3845895655493745, ""weak_downtrend"": -1.0133169788527234, ""strong_downtrend"": 0.8964524940013581}",-0.0431,0.437,0.0,0.0,,0.0,3,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.353,1.503,1021.04,-370.55,168.24,"{""2022-01"": 0.0, ""2022-02"": 0.0266, ""2022-03"": 0.0288, ""2022-04"": -0.061, ""2022-05"": -0.0351, ""2022-06"": -0.1081, ""2022-07"": 0.0062, ""2022-08"": -0.0371, ""2022-09"": -0.0241, ""2022-10"": 0.0259, ""2022-11"": 0.0153, ""2022-12"": 0.0144, ""2023-01"": 0.2367, ""2023-02"": -0.0355, ""2023-03"": 0.1708, ""2023-04"": -0.0201, ""2023-05"": -0.0421, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": -0.0584, ""2023-09"": 0.0032, ""2023-10"": 0.2487, ""2023-11"": 0.0179, ""2023-12"": -0.0383, ""2024-01"": -0.0308, ""2024-02"": -0.0142, ""2024-03"": 0.003, ""2024-04"": -0.0688, ""2024-05"": -0.0343, ""2024-06"": 0.0, ""2024-07"": -0.014, ""2024-08"": -0.0809, ""2024-09"": 0.1028, ""2024-10"": 0.0169, ""2024-11"": 0.2479, ""2024-12"": 0.0}","{""2022"": -0.1474, ""2023"": 0.5134, ""2024"": 0.0928}",ema_trend_adx_v2__BTCUSDT__4h.parquet,v1
